char	index	unicode	strokes	sequence
𥔲	7663	U+25532	14	1;3;2;5;1;2;5;1;2;5;1;1;1;5
碳	3092	U+78B3	14	1;3;2;5;1;2;5;2;1;3;4;3;3;4
碲	5679	U+78B2	14	1;3;2;5;1;4;1;4;3;4;5;2;5;2
磋	5680	U+78CB	14	1;3;2;5;1;4;3;1;1;1;3;1;2;1
磁	3093	U+78C1	14	1;3;2;5;1;4;3;1;5;5;4;5;5;4
碹	7664	U+78B9	14	1;3;2;5;1;4;4;5;1;2;5;1;1;1
碥	7665	U+78A5	14	1;3;2;5;1;4;5;1;3;2;5;1;2;2
愿	3094	U+613F	14	1;3;3;2;5;1;1;2;3;4;4;5;4;4
劂	7666	U+5282	14	1;3;4;3;1;5;2;3;3;5;3;4;2;2
臧	5681	U+81E7	14	1;3;5;1;3;1;2;5;1;2;5;5;3;4
豨	5682	U+8C68	14	1;3;5;3;3;3;4;3;4;1;3;2;5;2
殡	5683	U+6BA1	14	1;3;5;4;4;4;5;3;2;1;2;1;3;4
需	3095	U+9700	14	1;4;5;2;4;4;4;4;1;3;2;5;2;2
霆	5684	U+9706	14	1;4;5;2;4;4;4;4;3;1;2;1;5;4
霁	5685	U+9701	14	1;4;5;2;4;4;4;4;4;1;3;4;3;2
辕	5686	U+8F95	14	1;5;2;1;1;2;1;2;5;1;3;5;3;4
辖	3096	U+8F96	14	1;5;2;1;4;4;5;1;1;1;2;2;5;1
辗	3097	U+8F97	14	1;5;2;1;5;1;3;1;2;2;1;5;3;4
蜚	5687	U+871A	14	2;1;1;1;2;1;1;1;2;5;1;2;1;4
裴	5688	U+88F4	14	2;1;1;1;2;1;1;1;4;1;3;5;3;4
翡	5689	U+7FE1	14	2;1;1;1;2;1;1;1;5;4;1;5;4;1
雌	3098	U+96CC	14	2;1;2;1;1;5;3;2;4;1;1;1;2;1
龇	5690	U+9F87	14	2;1;2;1;3;4;5;2;2;1;2;1;3;5
龈	5691	U+9F88	14	2;1;2;1;3;4;5;2;5;1;1;5;3;4
𫚖	7667	U+2B696	14	2;1;2;1;3;5;3;5;2;5;1;2;1;1
睿	5692	U+777F	14	2;1;4;5;1;3;4;3;4;2;5;1;1;1
裳	3099	U+88F3	14	2;4;3;4;5;2;5;1;4;1;3;5;3;4
䴗	7668	U+4D17	14	2;5;1;1;1;1;3;4;4;3;5;4;5;1
颗	3100	U+9897	14	2;5;1;1;1;2;3;4;1;3;2;5;3;4
夥	7669	U+5925	14	2;5;1;1;1;2;3;4;3;5;4;3;5;4
瞅	3101	U+7785	14	2;5;1;1;1;3;1;2;3;4;4;3;3;4
瞍	7670	U+778D	14	2;5;1;1;1;3;2;1;5;1;1;2;5;4
䁖	5693	U+4056	14	2;5;1;1;1;4;3;1;2;3;4;5;3;1
睽	5694	U+777D	14	2;5;1;1;1;5;4;3;3;4;1;1;3;4
墅	3102	U+5885	14	2;5;1;1;2;1;1;5;4;5;2;1;2;1
嘞	5695	U+561E	14	2;5;1;1;2;2;1;2;5;1;1;2;5;3
嘈	5696	U+5608	14	2;5;1;1;2;5;1;2;2;1;2;5;1;1
嗽	3103	U+55FD	14	2;5;1;1;2;5;1;2;3;4;3;5;3;4
嘌	5697	U+560C	14	2;5;1;1;2;5;2;2;1;1;1;2;3;4
嘁	5698	U+5601	14	2;5;1;1;3;2;1;1;2;3;4;5;3;4
嘎	5699	U+560E	14	2;5;1;1;3;2;5;1;1;1;1;5;3;4
暧	5700	U+66A7	14	2;5;1;1;3;4;4;3;4;5;1;3;5;4
鹖	7671	U+9E56	14	2;5;1;1;3;5;3;4;5;3;5;4;5;1
暝	5701	U+669D	14	2;5;1;1;4;5;2;5;1;1;4;1;3;4
㬎	7672	U+3B0E	14	2;5;1;1;5;5;4;5;5;4;4;4;4;4
踌	5702	U+8E0C	14	2;5;1;2;1;2;1;1;1;1;3;1;2;4
踉	5703	U+8E09	14	2;5;1;2;1;2;1;4;5;1;1;5;3;4
跽	7673	U+8DFD	14	2;5;1;2;1;2;1;5;1;5;4;5;4;4
踊	3104	U+8E0A	14	2;5;1;2;1;2;1;5;4;2;5;1;1;2
蜻	3105	U+873B	14	2;5;1;2;1;4;1;1;2;1;2;5;1;1
蜞	5704	U+871E	14	2;5;1;2;1;4;1;2;2;1;1;1;3;4
蜡	3106	U+8721	14	2;5;1;2;1;4;1;2;2;1;2;5;1;1
蜥	5705	U+8725	14	2;5;1;2;1;4;1;2;3;4;3;3;1;2
蜮	5706	U+872E	14	2;5;1;2;1;4;1;2;5;1;1;5;3;4
蜾	7674	U+873E	14	2;5;1;2;1;4;2;5;1;1;1;2;3;4
蝈	5707	U+8748	14	2;5;1;2;1;4;2;5;1;1;2;1;4;1
蜴	5708	U+8734	14	2;5;1;2;1;4;2;5;1;1;3;5;3;3
蝇	3107	U+8747	14	2;5;1;2;1;4;2;5;1;2;5;1;1;5
蜘	3108	U+8718	14	2;5;1;2;1;4;3;1;1;3;4;2;5;1
蜱	5709	U+8731	14	2;5;1;2;1;4;3;2;5;1;1;3;1;2
蜩	5710	U+8729	14	2;5;1;2;1;4;3;5;1;2;1;2;5;1
蜷	5711	U+8737	14	2;5;1;2;1;4;4;3;1;1;3;4;5;5
蝉	3109	U+8749	14	2;5;1;2;1;4;4;3;2;5;1;1;1;2
蜿	5712	U+873F	14	2;5;1;2;1;4;4;4;5;3;5;4;5;5
螂	5713	U+8782	14	2;5;1;2;1;4;4;5;1;1;5;4;5;2
蜢	5714	U+8722	14	2;5;1;2;1;4;5;2;1;2;5;2;2;1
嘘	5715	U+5618	14	2;5;1;2;1;5;3;1;5;2;2;4;3;1
嘡	5716	U+5621	14	2;5;1;2;4;3;4;5;2;5;1;1;2;1
鹗	5717	U+9E57	14	2;5;1;2;5;1;1;1;5;3;5;4;5;1
嘣	5718	U+5623	14	2;5;1;2;5;2;3;5;1;1;3;5;1;1
嘤	5719	U+5624	14	2;5;1;2;5;3;4;2;5;3;4;5;3;1
嘚	5720	U+561A	14	2;5;1;3;3;2;2;5;1;1;1;1;2;4
嘛	3110	U+561B	14	2;5;1;4;1;3;1;2;3;4;1;2;3;4
嘀	3111	U+5600	14	2;5;1;4;1;4;3;2;5;1;2;2;5;1
嗾	5721	U+55FE	14	2;5;1;4;1;5;3;3;1;3;1;1;3;4
嘧	5722	U+5627	14	2;5;1;4;4;5;4;5;4;3;4;2;5;2
幖	7675	U+5E56	14	2;5;2;1;2;5;2;2;1;1;1;2;3;4
罴	5723	U+7F74	14	2;5;2;2;1;1;2;1;5;4;4;4;4;4
罱	5724	U+7F71	14	2;5;2;2;1;1;2;2;5;4;3;1;1;2
幔	5725	U+5E54	14	2;5;2;2;5;1;1;2;5;2;2;1;5;4
嶂	5726	U+5D82	14	2;5;2;4;1;4;3;1;2;5;1;1;1;2
幛	5727	U+5E5B	14	2;5;2;4;1;4;3;1;2;5;1;1;1;2
嶍	7676	U+5D8D	14	2;5;2;5;4;1;5;4;1;3;2;5;1;1
赙	5728	U+8D59	14	2;5;3;4;1;2;5;1;1;2;4;1;2;4
圙	7677	U+5719	14	2;5;3;4;1;3;2;5;2;2;1;1;1;1
罂	5729	U+7F42	14	2;5;3;4;2;5;3;4;3;1;1;2;5;2
赚	3112	U+8D5A	14	2;5;3;4;4;3;1;5;1;1;2;2;3;4
骷	5730	U+9AB7	14	2;5;5;4;5;2;5;1;1;1;2;2;5;1
骶	5731	U+9AB6	14	2;5;5;4;5;2;5;1;1;3;5;1;5;4
鹘	5732	U+9E58	14	2;5;5;4;5;2;5;1;1;3;5;4;5;1
锲	5733	U+9532	14	3;1;1;1;5;1;1;1;2;5;3;1;3;4
𨱏	7678	U+28C4F	14	3;1;1;1;5;1;2;2;3;4;1;2;5;1
锴	5734	U+9534	14	3;1;1;1;5;1;5;3;5;3;2;5;1;1
锶	5735	U+9536	14	3;1;1;1;5;2;5;1;2;1;4;5;4;4
锷	5736	U+9537	14	3;1;1;1;5;2;5;1;2;5;1;1;1;5
锸	5737	U+9538	14	3;1;1;1;5;3;1;2;3;2;1;5;1;1
锹	3113	U+9539	14	3;1;1;1;5;3;1;2;3;4;4;3;3;4
锺	7679	U+953A	14	3;1;1;1;5;3;1;2;5;1;1;2;1;1
锻	3114	U+953B	14	3;1;1;1;5;3;2;1;1;1;3;5;5;4
锼	7680	U+953C	14	3;1;1;1;5;3;2;1;5;1;1;2;5;4
锽	7681	U+953D	14	3;1;1;1;5;3;2;5;1;1;1;1;2;1
𬭤	7682	U+2CB64	14	3;1;1;1;5;3;2;5;1;3;1;1;3;4
锾	7683	U+953E	14	3;1;1;1;5;3;4;4;3;1;1;3;5;4
锵	5738	U+9535	14	3;1;1;1;5;4;1;2;3;5;4;1;2;4
锿	7684	U+953F	14	3;1;1;1;5;4;1;2;5;1;3;5;3;4
镀	3115	U+9540	14	3;1;1;1;5;4;1;3;1;2;2;1;5;4
镁	5739	U+9541	14	3;1;1;1;5;4;3;1;1;2;1;1;3;4
镂	5740	U+9542	14	3;1;1;1;5;4;3;1;2;3;4;5;3;1
镃	7685	U+9543	14	3;1;1;1;5;4;3;1;5;5;4;5;5;4
镄	7686	U+9544	14	3;1;1;1;5;5;1;5;3;2;2;5;3;4
镅	7687	U+9545	14	3;1;1;1;5;5;2;1;3;2;5;1;1;1
舞	3116	U+821E	14	3;1;1;2;2;2;2;1;3;5;4;1;5;2
犒	5741	U+7292	14	3;1;2;1;4;1;2;5;1;2;5;2;5;1
舔	3117	U+8214	14	3;1;2;2;5;1;1;1;3;4;2;4;4;4
馝	7688	U+999D	14	3;1;2;3;4;2;5;1;1;4;5;4;3;4
稳	3118	U+7A33	14	3;1;2;3;4;3;5;5;1;1;4;5;4;4
鹙	7689	U+9E59	14	3;1;2;3;4;4;3;3;4;3;5;4;5;1
熏	3119	U+718F	14	3;1;2;5;4;3;1;2;1;1;4;4;4;4
箐	5742	U+7B90	14	3;1;4;3;1;4;1;1;2;1;2;5;1;1
箦	5743	U+7BA6	14	3;1;4;3;1;4;1;1;2;1;2;5;3;4
箧	5744	U+7BA7	14	3;1;4;3;1;4;1;1;4;3;1;3;4;5
箍	5745	U+7B8D	14	3;1;4;3;1;4;1;2;1;1;2;5;2;5
箸	5746	U+7BB8	14	3;1;4;3;1;4;1;2;1;3;2;5;1;1
箨	7690	U+7BA8	14	3;1;4;3;1;4;1;2;1;5;4;1;1;2
箕	3120	U+7B95	14	3;1;4;3;1;4;1;2;2;1;1;1;3;4
箬	5747	U+7BAC	14	3;1;4;3;1;4;1;2;2;1;3;2;5;1
箖	7691	U+7B96	14	3;1;4;3;1;4;1;2;3;4;1;2;3;4
算	3121	U+7B97	14	3;1;4;3;1;4;2;5;1;1;1;1;3;2
箅	5748	U+7B85	14	3;1;4;3;1;4;2;5;1;2;1;1;3;2
箩	3122	U+7BA9	14	3;1;4;3;1;4;2;5;2;2;1;3;5;4
劄	7692	U+5284	14	3;1;4;3;1;4;3;4;1;2;5;1;2;2
箪	5749	U+7BAA	14	3;1;4;3;1;4;4;3;2;5;1;1;1;2
箔	5750	U+7B94	14	3;1;4;3;1;4;4;4;1;3;2;5;1;1
管	3123	U+7BA1	14	3;1;4;3;1;4;4;4;5;2;5;1;5;1
箜	5751	U+7B9C	14	3;1;4;3;1;4;4;4;5;3;4;1;2;1
箢	5752	U+7BA2	14	3;1;4;3;1;4;4;4;5;3;5;4;5;5
箫	3124	U+7BAB	14	3;1;4;3;1;4;5;1;1;2;3;2;3;4
箓	5753	U+7B93	14	3;1;4;3;1;4;5;1;1;2;4;1;3;4
毓	5754	U+6BD3	14	3;1;5;5;4;1;4;4;1;5;4;3;2;5
舆	3125	U+8206	14	3;2;1;1;1;5;1;2;5;1;1;1;3;4
僖	5755	U+50D6	14	3;2;1;2;1;2;5;1;4;3;1;2;5;1
儆	5756	U+5106	14	3;2;1;2;2;3;5;2;5;1;3;1;3;4
僳	5757	U+50F3	14	3;2;1;2;5;2;2;1;4;3;1;2;3;4
僚	3126	U+50DA	14	3;2;1;3;4;4;3;2;5;1;1;2;3;4
僭	5758	U+50ED	14	3;2;1;5;3;5;1;5;3;5;2;5;1;1
僬	7693	U+50EC	14	3;2;3;2;4;1;1;1;2;1;4;4;4;4
劁	5759	U+5281	14	3;2;4;1;1;1;2;1;4;4;4;4;2;2
僦	7694	U+50E6	14	3;2;4;1;2;5;1;2;3;4;1;3;5;4
僮	5760	U+50EE	14	3;2;4;1;4;3;1;2;5;1;1;2;1;1
僔	7695	U+50D4	14	3;2;4;3;1;2;5;3;5;1;1;1;2;4
僧	3127	U+50E7	14	3;2;4;3;2;5;2;4;3;1;2;5;1;1
鼻	3128	U+9F3B	14	3;2;5;1;1;1;2;5;1;2;1;1;3;2
魄	3129	U+9B44	14	3;2;5;1;1;3;2;5;1;1;3;5;5;4
魅	3130	U+9B45	14	3;2;5;1;1;3;5;5;4;1;1;2;3;4
魃	5761	U+9B43	14	3;2;5;1;1;3;5;5;4;1;3;5;4;4
魆	5762	U+9B46	14	3;2;5;1;1;3;5;5;4;1;5;5;3;4
僎	7696	U+50CE	14	3;2;5;1;5;5;1;5;1;2;2;1;3;4
睾	5763	U+777E	14	3;2;5;2;2;1;1;2;1;4;3;1;1;2
槃	7697	U+69C3	14	3;3;5;4;1;4;3;5;5;4;1;2;3;4
艋	5764	U+824B	14	3;3;5;4;1;4;5;2;1;2;5;2;2;1
㙦	7698	U+3666	14	3;4;1;1;2;3;4;4;4;1;2;1;2;1
鄱	5765	U+9131	14	3;4;3;1;2;3;4;2;5;1;2;1;5;2
貌	3131	U+8C8C	14	3;4;4;3;5;3;3;3;2;5;1;1;3;5
膜	3132	U+819C	14	3;5;1;1;1;2;2;2;5;1;1;1;3;4
膊	3133	U+818A	14	3;5;1;1;1;2;5;1;1;2;4;1;2;4
膈	5766	U+8188	14	3;5;1;1;1;2;5;1;2;5;4;3;1;2
膀	3134	U+8180	14	3;5;1;1;4;1;4;3;4;5;4;1;5;3
膑	5767	U+8191	14	3;5;1;1;4;4;5;3;2;1;2;1;3;4
鲑	5768	U+9C91	14	3;5;2;5;1;2;1;1;1;2;1;1;2;1
鲒	7699	U+9C92	14	3;5;2;5;1;2;1;1;1;2;1;2;5;1
鲔	5769	U+9C94	14	3;5;2;5;1;2;1;1;1;3;2;5;1;1
鲕	7700	U+9C95	14	3;5;2;5;1;2;1;1;1;3;2;5;2;2
𫚕	7701	U+2B695	14	3;5;2;5;1;2;1;1;2;3;1;2;5;2
鲖	7702	U+9C96	14	3;5;2;5;1;2;1;1;2;5;1;2;5;1
鲗	7703	U+9C97	14	3;5;2;5;1;2;1;1;2;5;3;4;2;2
鲘	7704	U+9C98	14	3;5;2;5;1;2;1;1;3;3;1;2;5;1
鲙	7705	U+9C99	14	3;5;2;5;1;2;1;1;3;4;1;1;5;4
𬶐	7706	U+2CD90	14	3;5;2;5;1;2;1;1;3;4;1;5;3;4
𬶏	7707	U+2CD8F	14	3;5;2;5;1;2;1;1;3;5;1;3;5;5
鲚	5770	U+9C9A	14	3;5;2;5;1;2;1;1;4;1;3;4;3;2
鲛	5771	U+9C9B	14	3;5;2;5;1;2;1;1;4;1;3;4;3;4
鲜	3135	U+9C9C	14	3;5;2;5;1;2;1;1;4;3;1;1;1;2
𩽾	7708	U+29F7E	14	3;5;2;5;1;2;1;1;4;4;5;5;3;1
鲟	5772	U+9C9F	14	3;5;2;5;1;2;1;1;5;1;1;1;2;4
夐	7709	U+5910	14	3;5;2;5;3;4;2;5;1;1;1;3;5;4
疑	3136	U+7591	14	3;5;3;1;1;3;4;5;4;5;2;1;3;4
獐	5773	U+7350	14	3;5;3;4;1;4;3;1;2;5;1;1;1;2
獍	7710	U+734D	14	3;5;3;4;1;4;3;1;2;5;1;1;3;5
飗	7711	U+98D7	14	3;5;3;4;3;5;4;5;3;2;5;1;2;1
𬸚	7712	U+2CE1A	14	3;5;3;4;5;1;3;4;4;3;5;4;5;1
觫	5774	U+89EB	14	3;5;3;5;1;1;2;1;2;5;1;2;3;4
雒	5775	U+96D2	14	3;5;4;2;5;1;3;2;4;1;1;1;2;1
孵	3137	U+5B75	14	3;5;4;3;5;2;4;3;4;4;3;5;2;1
夤	5776	U+5924	14	3;5;4;4;4;5;1;2;5;1;2;1;3;4
馑	5777	U+9991	14	3;5;5;1;2;2;1;2;5;1;1;1;2;1
馒	3138	U+9992	14	3;5;5;2;5;1;1;2;5;2;2;1;5;4
凘	7713	U+51D8	14	4;1;1;2;2;1;1;1;3;4;3;3;1;2
銮	5778	U+92AE	14	4;1;2;2;3;4;3;4;1;1;2;4;3;1
裹	3139	U+88F9	14	4;1;2;5;1;1;1;2;3;4;3;5;3;4
敲	3140	U+6572	14	4;1;2;5;1;2;5;2;5;1;2;1;5;4
豪	3141	U+8C6A	14	4;1;2;5;1;4;5;1;3;5;3;3;3;4
膏	3142	U+818F	14	4;1;2;5;1;4;5;2;5;1;2;5;1;1
塾	5779	U+587E	14	4;1;2;5;1;5;2;1;3;5;4;1;2;1
廑	7714	U+5ED1	14	4;1;3;1;2;2;1;2;5;1;1;1;2;1
遮	3143	U+906E	14	4;1;3;1;2;2;1;4;4;4;4;4;5;4
麽	5780	U+9EBD	14	4;1;3;1;2;3;4;1;2;3;4;3;5;4
廙	7715	U+5ED9	14	4;1;3;2;5;1;2;1;1;2;2;1;3;4
腐	3144	U+8150	14	4;1;3;3;2;1;2;4;2;5;3;4;3;4
瘩	3145	U+7629	14	4;1;3;4;1;1;2;2;3;4;1;2;5;1
瘌	5781	U+760C	14	4;1;3;4;1;1;2;5;1;2;3;4;2;2
瘗	7716	U+7617	14	4;1;3;4;1;1;4;3;1;3;4;1;2;1
瘟	3146	U+761F	14	4;1;3;4;1;2;5;1;1;2;5;2;2;1
瘦	3147	U+7626	14	4;1;3;4;1;3;2;1;5;1;1;2;5;4
瘊	5782	U+760A	14	4;1;3;4;1;3;2;5;1;3;1;1;3;4
瘥	7717	U+7625	14	4;1;3;4;1;4;3;1;1;1;3;1;2;1
瘘	5783	U+7618	14	4;1;3;4;1;4;3;1;2;3;4;5;3;1
瘕	7718	U+7615	14	4;1;3;4;1;5;1;2;1;1;5;1;5;4
瘙	5784	U+7619	14	4;1;3;4;1;5;4;4;2;5;1;2;1;4
廖	5785	U+5ED6	14	4;1;3;5;4;1;5;4;1;3;4;3;3;3
辣	3148	U+8FA3	14	4;1;4;3;1;1;3;1;2;5;1;2;3;4
彰	3149	U+5F70	14	4;1;4;3;1;2;5;1;1;1;2;3;3;3
竭	3150	U+7AED	14	4;1;4;3;1;2;5;1;1;3;5;3;4;5
韶	5786	U+97F6	14	4;1;4;3;1;2;5;1;1;5;3;2;5;1
端	3151	U+7AEF	14	4;1;4;3;1;2;5;2;1;3;2;5;2;2
旗	3152	U+65D7	14	4;1;5;3;3;1;1;2;2;1;1;1;3;4
旖	5787	U+65D6	14	4;1;5;3;3;1;1;3;4;1;2;5;1;2
膂	5788	U+8182	14	4;1;5;3;3;1;3;5;3;4;2;5;1;1
阚	5789	U+961A	14	4;2;5;5;1;2;2;1;1;1;3;1;3;4
鄯	5790	U+912F	14	4;3;1;1;1;2;4;3;1;2;5;1;5;2
鲝	7719	U+9C9D	14	4;3;1;1;1;3;3;5;2;5;1;2;1;1
鲞	5791	U+9C9E	14	4;3;1;1;3;4;3;5;2;5;1;2;1;1
精	3153	U+7CBE	14	4;3;1;2;3;4;1;1;2;1;2;5;1;1
粿	5792	U+7CBF	14	4;3;1;2;3;4;2;5;1;1;1;2;3;4
粼	5793	U+7CBC	14	4;3;1;2;3;4;3;5;4;1;5;2;5;5
粹	3154	U+7CB9	14	4;3;1;2;3;4;4;1;3;4;3;4;1;2
粽	5794	U+7CBD	14	4;3;1;2;3;4;4;4;5;1;1;2;3;4
糁	5795	U+7CC1	14	4;3;1;2;3;4;5;4;1;3;4;3;3;3
歉	3155	U+6B49	14	4;3;1;5;1;1;2;2;3;4;3;5;3;4
槊	5796	U+69CA	14	4;3;1;5;2;3;3;5;1;1;1;2;3;4
鹚	5797	U+9E5A	14	4;3;1;5;5;4;5;5;4;3;5;4;5;1
弊	3156	U+5F0A	14	4;3;2;5;2;3;4;3;1;3;4;1;3;2
鄫	7720	U+912B	14	4;3;2;5;2;4;3;1;2;5;1;1;5;2
熄	3157	U+7184	14	4;3;3;4;3;2;5;1;1;1;4;5;4;4
熘	5798	U+7198	14	4;3;3;4;3;5;4;5;3;2;5;1;2;1
熇	7721	U+7187	14	4;3;3;4;4;1;2;5;1;2;5;2;5;1
熔	3158	U+7194	14	4;3;3;4;4;4;5;3;4;3;4;2;5;1
煽	3159	U+717D	14	4;3;3;4;4;5;1;3;5;4;1;5;4;1
熥	5799	U+71A5	14	4;3;3;4;5;4;2;5;1;1;2;4;5;4
漹	7722	U+6F39	14	4;4;1;1;2;1;2;1;1;5;4;4;4;4
漖	7723	U+6F16	14	4;4;1;1;2;1;3;5;2;1;3;1;3;4
潢	5800	U+6F62	14	4;4;1;1;2;2;1;2;5;1;2;1;3;4
潆	7724	U+6F46	14	4;4;1;1;2;2;4;5;5;5;4;2;3;4
潇	3160	U+6F47	14	4;4;1;1;2;2;5;1;1;2;3;2;3;4
漤	7725	U+6F24	14	4;4;1;1;2;3;4;1;2;3;4;5;3;1
漆	3161	U+6F06	14	4;4;1;1;2;3;4;3;4;2;4;1;3;4
漕	5801	U+6F15	14	4;4;1;1;2;5;1;2;2;1;2;5;1;1
漱	3162	U+6F31	14	4;4;1;1;2;5;1;2;3;4;3;5;3;4
漂	3163	U+6F02	14	4;4;1;1;2;5;2;2;1;1;1;2;3;4
滹	5802	U+6EF9	14	4;4;1;2;1;5;3;1;5;3;4;3;1;2
漫	3164	U+6F2B	14	4;4;1;2;5;1;1;2;5;2;2;1;5;4
潩	7726	U+6F69	14	4;4;1;2;5;1;2;1;1;2;2;1;3;4
漯	5803	U+6F2F	14	4;4;1;2;5;1;2;1;5;5;4;2;3;4
漶	5804	U+6F36	14	4;4;1;2;5;1;2;5;1;2;4;5;4;4
漼	7727	U+6F3C	14	4;4;1;2;5;2;3;2;4;1;1;1;2;1
漴	7728	U+6F34	14	4;4;1;2;5;2;4;4;5;1;1;2;3;4
㽏	7729	U+3F4F	14	4;4;1;3;4;1;2;5;1;1;2;2;1;1
潋	5805	U+6F4B	14	4;4;1;3;4;1;4;4;3;1;3;1;3;4
潴	5806	U+6F74	14	4;4;1;3;5;3;1;2;1;3;2;5;1;1
漪	5807	U+6F2A	14	4;4;1;3;5;3;1;3;4;1;2;5;1;2
漈	7730	U+6F08	14	4;4;1;3;5;4;4;5;4;1;1;2;3;4
漉	5808	U+6F09	14	4;4;1;4;1;3;5;2;2;1;1;5;3;5
漳	5809	U+6F33	14	4;4;1;4;1;4;3;1;2;5;1;1;1;2
滴	3165	U+6EF4	14	4;4;1;4;1;4;3;2;5;1;2;2;5;1
漩	5810	U+6F29	14	4;4;1;4;1;5;3;3;1;5;2;1;3;4
漾	3166	U+6F3E	14	4;4;1;4;3;1;1;2;1;4;5;5;3;4
演	3167	U+6F14	14	4;4;1;4;4;5;1;2;5;1;2;1;3;4
澉	5811	U+6F89	14	4;4;1;5;1;2;2;1;1;1;3;1;3;4
漏	3168	U+6F0F	14	4;4;1;5;1;3;1;2;5;2;4;4;4;4
漋	7731	U+6F0B	14	4;4;1;5;2;3;5;4;1;3;1;1;2;1
漻	7732	U+6F3B	14	4;4;1;5;4;1;5;4;1;3;4;3;3;3
潍	5812	U+6F4D	14	4;4;1;5;5;1;3;2;4;1;1;1;2;1
慬	7733	U+616C	14	4;4;2;1;2;2;1;2;5;1;1;1;2;1
慢	3169	U+6162	14	4;4;2;2;5;1;1;2;5;2;2;1;5;4
慷	3170	U+6177	14	4;4;2;4;1;3;5;1;1;2;4;1;3;4
慵	5813	U+6175	14	4;4;2;4;1;3;5;1;1;2;5;1;1;2
寨	3171	U+5BE8	14	4;4;5;1;1;2;2;1;3;4;1;2;3;4
赛	3172	U+8D5B	14	4;4;5;1;1;2;2;1;3;4;2;5;3;4
搴	5814	U+6434	14	4;4;5;1;1;2;2;1;3;4;3;1;1;2
寡	3173	U+5BE1	14	4;4;5;1;3;2;5;1;1;1;3;4;5;3
窬	7734	U+7AAC	14	4;4;5;3;4;3;4;1;2;5;1;1;2;2
窨	5815	U+7AA8	14	4;4;5;3;4;4;1;4;3;1;2;5;1;1
窭	7735	U+7AAD	14	4;4;5;3;4;4;3;1;2;3;4;5;3;1
察	3174	U+5BDF	14	4;4;5;3;5;4;4;5;4;1;1;2;3;4
蜜	3175	U+871C	14	4;4;5;4;5;4;3;4;2;5;1;2;1;4
寤	5816	U+5BE4	14	4;4;5;5;2;1;3;1;2;5;1;2;5;1
寥	3176	U+5BE5	14	4;4;5;5;4;1;5;4;1;3;4;3;3;3
㮾	7736	U+3BBE	14	4;5;1;1;5;4;3;5;1;1;1;2;3;4
𬤝	7737	U+2C91D	14	4;5;1;2;5;1;1;2;1;4;4;5;4;4
谭	3177	U+8C2D	14	4;5;1;2;5;2;2;1;2;5;1;1;1;2
肇	3178	U+8087	14	4;5;1;3;3;1;3;4;5;1;1;1;1;2
綮	5817	U+7DAE	14	4;5;1;3;3;1;3;4;5;5;4;2;3;4
谮	5818	U+8C2E	14	4;5;1;5;3;5;1;5;3;5;2;5;1;1
褡	5819	U+8921	14	4;5;2;3;4;1;2;2;3;4;1;2;5;1
褙	5820	U+8919	14	4;5;2;3;4;2;1;1;3;5;2;5;1;1
褐	3179	U+8910	14	4;5;2;3;4;2;5;1;1;3;5;3;4;5
褓	5821	U+8913	14	4;5;2;3;4;3;2;2;5;1;1;2;3;4
褕	7738	U+8915	14	4;5;2;3;4;3;4;1;2;5;1;1;2;2
褛	5822	U+891B	14	4;5;2;3;4;4;3;1;2;3;4;5;3;1
褊	5823	U+890A	14	4;5;2;3;4;4;5;1;3;2;5;1;2;2
褪	3180	U+892A	14	4;5;2;3;4;5;1;1;5;3;4;4;5;4
禛	7739	U+799B	14	4;5;2;4;1;2;2;5;1;1;1;1;3;4
禚	7740	U+799A	14	4;5;2;4;4;3;1;1;2;1;4;4;4;4
谯	5824	U+8C2F	14	4;5;3;2;4;1;1;1;2;1;4;4;4;4
谰	5825	U+8C30	14	4;5;4;2;5;1;2;5;4;3;1;2;3;4
谱	3181	U+8C31	14	4;5;4;3;1;2;2;4;3;1;2;5;1;1
谲	5826	U+8C32	14	4;5;5;4;5;2;3;2;5;3;4;2;5;1
暨	5827	U+66A8	14	5;1;1;5;4;1;5;3;5;2;5;1;1;1
屣	5828	U+5C63	14	5;1;3;3;3;2;2;1;2;1;2;1;3;4
鹛	5829	U+9E5B	14	5;2;1;3;2;5;1;1;1;3;5;4;5;1
隩	7741	U+96A9	14	5;2;3;2;5;4;3;1;2;3;4;1;3;4
隧	3182	U+96A7	14	5;2;4;3;1;3;5;3;3;3;4;4;5;4
嫣	5830	U+5AE3	14	5;3;1;1;2;1;2;1;1;5;4;4;4;4
嫱	5831	U+5AF1	14	5;3;1;1;2;4;3;1;2;5;2;5;1;1
嫩	3183	U+5AE9	14	5;3;1;1;2;5;1;2;3;4;3;1;3;4
嫖	5832	U+5AD6	14	5;3;1;1;2;5;2;2;1;1;1;2;3;4
嫕	7742	U+5AD5	14	5;3;1;1;3;1;1;3;4;5;4;5;4;4
嫭	7743	U+5AED	14	5;3;1;2;1;5;3;1;5;3;4;3;1;2
嫦	5833	U+5AE6	14	5;3;1;2;4;3;4;5;2;5;1;2;5;2
嫚	5834	U+5ADA	14	5;3;1;2;5;1;1;2;5;2;2;1;5;4
嫘	5835	U+5AD8	14	5;3;1;2;5;1;2;1;5;5;4;2;3;4
嫜	7744	U+5ADC	14	5;3;1;4;1;4;3;1;2;5;1;1;1;2
