char	index	unicode	strokes	sequence
嫡	5836	U+5AE1	14	5;3;1;4;1;4;3;2;5;1;2;2;5;1
嫪	7745	U+5AEA	14	5;3;1;5;4;1;5;4;1;3;4;3;3;3
鼐	5837	U+9F10	14	5;3;2;5;1;1;1;5;1;3;2;1;2;5
翟	5838	U+7FDF	14	5;4;1;5;4;1;3;2;4;1;1;1;2;1
翠	3184	U+7FE0	14	5;4;1;5;4;1;4;1;3;4;3;4;1;2
熊	3185	U+718A	14	5;4;2;5;1;1;3;5;3;5;4;4;4;4
凳	3186	U+51F3	14	5;4;3;3;4;1;2;5;1;4;3;1;3;5
瞀	5839	U+7780	14	5;4;5;2;3;3;1;3;4;2;5;1;1;1
鹜	5840	U+9E5C	14	5;4;5;2;3;3;1;3;4;3;5;4;5;1
骠	5841	U+9AA0	14	5;5;1;1;2;5;2;2;1;1;1;2;3;4
缥	5842	U+7F25	14	5;5;1;1;2;5;2;2;1;1;1;2;3;4
缦	5843	U+7F26	14	5;5;1;2;5;1;1;2;5;2;2;1;5;4
骡	3187	U+9AA1	14	5;5;1;2;5;1;2;1;5;5;4;2;3;4
缧	5844	U+7F27	14	5;5;1;2;5;1;2;1;5;5;4;2;3;4
缨	5845	U+7F28	14	5;5;1;2;5;3;4;2;5;3;4;5;3;1
骢	5846	U+9AA2	14	5;5;1;3;2;5;3;5;4;1;4;5;4;4
𬙂	7746	U+2C642	14	5;5;1;4;4;5;1;2;5;1;2;1;3;4
缩	3188	U+7F29	14	5;5;1;4;4;5;3;2;1;3;2;5;1;1
缪	5847	U+7F2A	14	5;5;1;5;4;1;5;4;1;3;4;3;3;3
缫	5848	U+7F2B	14	5;5;1;5;5;5;2;5;1;1;1;2;3;4
慧	3189	U+6167	15	1;1;1;2;1;1;1;2;5;1;1;4;5;4;4
耦	5849	U+8026	15	1;1;1;2;3;4;2;5;1;1;2;5;2;1;4
耧	5850	U+8027	15	1;1;1;2;3;4;4;3;1;2;3;4;5;3;1
瑾	5851	U+747E	15	1;1;2;1;1;2;2;1;2;5;1;1;1;2;1
璜	5852	U+749C	15	1;1;2;1;1;2;2;1;2;5;1;2;1;3;4
㻬	7747	U+3EEC	15	1;1;2;1;1;4;5;2;4;4;4;4;1;1;5
璀	5853	U+7480	15	1;1;2;1;2;5;2;3;2;4;1;1;1;2;1
璎	5854	U+748E	15	1;1;2;1;2;5;3;4;2;5;3;4;5;3;1
璁	5855	U+7481	15	1;1;2;1;3;2;5;3;5;4;1;4;5;4;4
麹	7748	U+9EB9	15	1;1;2;1;3;5;4;3;5;4;3;1;2;3;4
璋	5856	U+748B	15	1;1;2;1;4;1;4;3;1;2;5;1;1;1;2
璇	5857	U+7487	15	1;1;2;1;4;1;5;3;3;1;5;2;1;3;4
璆	7749	U+7486	15	1;1;2;1;5;4;1;5;4;1;3;4;3;3;3
漦	7750	U+6F26	15	1;1;2;3;4;3;1;3;4;1;3;2;5;3;4
奭	5858	U+596D	15	1;1;3;2;5;1;1;1;3;2;5;1;1;3;4
叇	7751	U+53C7	15	1;1;5;4;5;1;1;2;4;1;3;4;4;5;4
撵	3190	U+64B5	15	1;2;1;1;1;3;4;1;1;3;4;1;5;1;2
髯	5859	U+9AEF	15	1;2;1;1;1;5;4;3;3;3;2;5;2;1;1
髫	5860	U+9AEB	15	1;2;1;1;1;5;4;3;3;3;5;3;2;5;1
撷	5861	U+64B7	15	1;2;1;1;2;1;2;5;1;1;3;2;5;3;4
撕	3191	U+6495	15	1;2;1;1;2;2;1;1;1;3;4;3;3;1;2
撒	3192	U+6492	15	1;2;1;1;2;2;1;2;5;1;1;3;1;3;4
撅	5862	U+6485	15	1;2;1;1;3;4;3;1;5;2;3;3;5;3;4
撩	3193	U+64A9	15	1;2;1;1;3;4;4;3;2;5;1;1;2;3;4
趣	3194	U+8DA3	15	1;2;1;2;1;3;4;1;2;2;1;1;1;5;4
趟	3195	U+8D9F	15	1;2;1;2;1;3;4;2;4;3;2;5;2;5;1
墣	7752	U+58A3	15	1;2;1;2;2;4;3;1;4;3;1;1;1;3;4
撑	3196	U+6491	15	1;2;1;2;4;3;4;5;2;5;1;3;1;1;2
撮	3197	U+64AE	15	1;2;1;2;5;1;1;1;2;2;1;1;1;5;4
撬	3198	U+64AC	15	1;2;1;3;1;1;5;3;1;1;5;3;1;1;5
赭	5863	U+8D6D	15	1;2;1;3;2;3;4;1;2;1;3;2;5;1;1
墦	7753	U+58A6	15	1;2;1;3;4;3;1;2;3;4;2;5;1;2;1
播	3199	U+64AD	15	1;2;1;3;4;3;1;2;3;4;2;5;1;2;1
擒	3200	U+64D2	15	1;2;1;3;4;4;1;3;4;5;2;2;5;5;4
撸	5864	U+64B8	15	1;2;1;3;5;2;5;1;2;1;1;2;5;1;1
鋆	5865	U+92C6	15	1;2;1;3;5;4;1;3;4;1;1;2;4;3;1
墩	3201	U+58A9	15	1;2;1;4;1;2;5;1;5;2;1;3;1;3;4
撞	3202	U+649E	15	1;2;1;4;1;4;3;1;2;5;1;1;2;1;1
撤	3203	U+64A4	15	1;2;1;4;1;5;4;2;5;1;1;3;1;3;4
墡	7754	U+58A1	15	1;2;1;4;3;1;1;1;2;4;3;1;2;5;1
撙	5866	U+6499	15	1;2;1;4;3;1;2;5;3;5;1;1;1;2;4
增	3204	U+589E	15	1;2;1;4;3;2;5;2;4;3;1;2;5;1;1
撺	5867	U+64BA	15	1;2;1;4;4;5;3;4;2;5;1;2;5;1;2
墀	5868	U+5880	15	1;2;1;5;1;3;2;4;1;3;4;3;1;1;2
撰	3205	U+64B0	15	1;2;1;5;1;5;5;1;5;1;2;2;1;3;4
聩	5869	U+8069	15	1;2;2;1;1;1;2;5;1;2;1;2;5;3;4
聪	3206	U+806A	15	1;2;2;1;1;1;4;3;2;5;1;4;5;4;4
觐	5870	U+89D0	15	1;2;2;1;2;5;1;1;1;2;1;2;5;3;5
鞋	3207	U+978B	15	1;2;2;1;2;5;1;1;2;1;2;1;1;2;1
鞑	5871	U+9791	15	1;2;2;1;2;5;1;1;2;1;3;4;4;5;4
蕙	5872	U+8559	15	1;2;2;1;2;5;1;1;2;1;4;4;5;4;4
鞒	5873	U+9792	15	1;2;2;1;2;5;1;1;2;3;1;3;4;3;2
鞍	3208	U+978D	15	1;2;2;1;2;5;1;1;2;4;4;5;5;3;1
蕈	5874	U+8548	15	1;2;2;1;2;5;2;2;1;2;5;1;1;1;2
蕨	5875	U+8568	15	1;2;2;1;3;4;3;1;5;2;3;3;5;3;4
蕤	5876	U+8564	15	1;2;2;1;3;5;3;3;3;4;3;1;1;2;1
蕞	5877	U+855E	15	1;2;2;2;5;1;1;1;2;2;1;1;1;5;4
蕺	5878	U+857A	15	1;2;2;2;5;1;1;2;2;1;1;1;5;3;4
瞢	5879	U+77A2	15	1;2;2;2;5;2;2;1;4;5;2;5;1;1;1
蕉	3209	U+8549	15	1;2;2;3;2;4;1;1;1;2;1;4;4;4;4
劐	7755	U+5290	15	1;2;2;3;2;4;1;1;1;2;1;5;4;2;2
薁	7756	U+8581	15	1;2;2;3;2;5;4;3;1;2;3;4;1;3;4
蕃	5880	U+8543	15	1;2;2;3;4;3;1;2;3;4;2;5;1;2;1
蕲	5881	U+8572	15	1;2;2;4;3;2;5;1;1;1;2;3;3;1;2
蕰	7757	U+8570	15	1;2;2;4;4;1;2;5;1;1;2;5;2;2;1
蕊	3210	U+854A	15	1;2;2;4;5;4;4;4;5;4;4;4;5;4;4
赜	5882	U+8D5C	15	1;2;2;5;1;2;5;1;1;2;1;2;5;3;4
蔃	7758	U+8503	15	1;2;2;5;1;5;2;5;1;2;5;1;2;1;4
蔬	3211	U+852C	15	1;2;2;5;2;1;2;1;4;1;5;4;3;2;5
蕴	3212	U+8574	15	1;2;2;5;5;1;2;5;1;1;2;5;2;2;1
鼒	7759	U+9F12	15	1;2;3;2;5;1;1;1;5;1;3;2;1;2;5
槿	5883	U+69FF	15	1;2;3;4;1;2;2;1;2;5;1;1;1;2;1
横	3213	U+6A2A	15	1;2;3;4;1;2;2;1;2;5;1;2;1;3;4
樯	5884	U+6A2F	15	1;2;3;4;1;2;4;3;1;2;5;2;5;1;1
槽	3214	U+69FD	15	1;2;3;4;1;2;5;1;2;2;1;2;5;1;1
槱	7760	U+69F1	15	1;2;3;4;1;2;5;3;5;1;1;4;4;4;4
槭	5885	U+69ED	15	1;2;3;4;1;3;2;1;1;2;3;4;5;3;4
樗	5886	U+6A17	15	1;2;3;4;1;4;5;2;4;4;4;4;1;1;5
樘	5887	U+6A18	15	1;2;3;4;2;4;3;4;5;2;5;1;1;2;1
樱	3215	U+6A31	15	1;2;3;4;2;5;3;4;2;5;3;4;5;3;1
樊	5888	U+6A0A	15	1;2;3;4;3;4;3;4;1;2;3;4;1;3;4
橡	3216	U+6A61	15	1;2;3;4;3;5;2;5;1;3;5;3;3;3;4
槲	5889	U+69F2	15	1;2;3;4;3;5;3;5;1;1;2;4;4;1;2
樟	3217	U+6A1F	15	1;2;3;4;4;1;4;3;1;2;5;1;1;1;2
橄	3218	U+6A44	15	1;2;3;4;5;1;2;2;1;1;1;3;1;3;4
敷	3219	U+6577	15	1;2;5;1;1;2;4;4;1;5;3;3;1;3;4
鹝	7761	U+9E5D	15	1;2;5;1;2;5;4;3;1;2;3;5;4;5;1
豌	3220	U+8C4C	15	1;2;5;1;4;3;1;4;4;5;3;5;4;5;5
飘	3221	U+98D8	15	1;2;5;2;2;1;1;1;2;3;4;3;5;3;4
醋	3222	U+918B	15	1;2;5;3;5;1;1;1;2;2;1;2;5;1;1
醌	5890	U+918C	15	1;2;5;3;5;1;1;2;5;1;1;1;5;3;5
醇	3223	U+9187	15	1;2;5;3;5;1;1;4;1;2;5;1;5;2;1
醉	3224	U+9189	15	1;2;5;3;5;1;1;4;1;3;4;3;4;1;2
醅	5891	U+9185	15	1;2;5;3;5;1;1;4;1;4;3;1;2;5;1
靥	5892	U+9765	15	1;3;1;3;4;4;1;3;2;5;2;2;1;1;1
魇	5893	U+9B47	15	1;3;1;3;4;4;3;2;5;1;1;3;5;5;4
餍	5894	U+990D	15	1;3;1;3;4;4;3;4;4;5;1;1;5;3;4
磕	3225	U+78D5	15	1;3;2;5;1;1;2;1;5;4;2;5;2;2;1
磊	3226	U+78CA	15	1;3;2;5;1;1;3;2;5;1;1;3;2;5;1
磔	5895	U+78D4	15	1;3;2;5;1;3;5;4;1;5;2;1;2;3;4
磙	5896	U+78D9	15	1;3;2;5;1;4;1;3;4;5;4;3;5;3;4
磅	3227	U+78C5	15	1;3;2;5;1;4;1;4;3;4;5;4;1;5;3
磏	7762	U+78CF	15	1;3;2;5;1;4;3;1;5;1;1;2;2;3;4
碾	3228	U+78BE	15	1;3;2;5;1;5;1;3;1;2;2;1;5;3;4
磉	7763	U+78C9	15	1;3;2;5;1;5;4;5;4;5;4;1;2;3;4
殣	7764	U+6BA3	15	1;3;5;4;1;2;2;1;2;5;1;1;1;2;1
慭	7765	U+616D	15	1;4;3;1;2;3;4;1;3;4;4;4;5;4;4
震	3229	U+9707	15	1;4;5;2;4;4;4;4;1;3;1;1;5;3;4
霄	3230	U+9704	15	1;4;5;2;4;4;4;4;2;4;3;2;5;1;1
霉	3231	U+9709	15	1;4;5;2;4;4;4;4;3;1;5;5;4;1;4
霅	7766	U+9705	15	1;4;5;2;4;4;4;4;4;1;1;1;2;5;1
霈	5897	U+9708	15	1;4;5;2;4;4;4;4;4;4;1;1;2;5;2
辘	5898	U+8F98	15	1;5;2;1;4;1;3;5;2;2;1;1;5;3;5
龉	5899	U+9F89	15	2;1;2;1;3;4;5;2;1;2;5;1;2;5;1
龊	5900	U+9F8A	15	2;1;2;1;3;4;5;2;2;5;1;2;1;3;4
觑	5901	U+89D1	15	2;1;5;3;1;5;2;2;4;3;1;2;5;3;5
瞌	5902	U+778C	15	2;5;1;1;1;1;2;1;5;4;2;5;2;2;1
瞒	3232	U+7792	15	2;5;1;1;1;1;2;2;1;2;5;3;4;3;4
瞋	5903	U+778B	15	2;5;1;1;1;1;2;2;5;1;1;1;1;3;4
题	3233	U+9898	15	2;5;1;1;1;2;1;3;4;1;3;2;5;3;4
暵	7767	U+66B5	15	2;5;1;1;1;2;2;1;2;5;1;1;1;3;4
暴	3234	U+66B4	15	2;5;1;1;1;2;2;1;3;4;2;4;1;3;4
瞎	3235	U+778E	15	2;5;1;1;1;4;4;5;1;1;1;2;2;5;1
瞑	5904	U+7791	15	2;5;1;1;1;4;5;2;5;1;1;4;1;3;4
嘻	3236	U+563B	15	2;5;1;1;2;1;2;5;1;4;3;1;2;5;1
嘭	5905	U+562D	15	2;5;1;1;2;1;2;5;1;4;3;1;3;3;3
噎	5906	U+564E	15	2;5;1;1;2;1;4;5;1;2;5;1;4;3;1
嘶	3237	U+5636	15	2;5;1;1;2;2;1;1;1;3;4;3;3;1;2
噶	5907	U+5676	15	2;5;1;1;2;2;2;5;1;1;3;5;3;4;5
嘲	3238	U+5632	15	2;5;1;1;2;2;5;1;1;1;2;3;5;1;1
颙	5908	U+9899	15	2;5;1;1;2;5;2;1;4;1;3;2;5;3;4
暹	5909	U+66B9	15	2;5;1;1;3;2;4;1;1;1;2;1;4;5;4
噘	5910	U+5658	15	2;5;1;1;3;4;3;1;5;2;3;3;5;3;4
嘹	3239	U+5639	15	2;5;1;1;3;4;4;3;2;5;1;1;2;3;4
影	3240	U+5F71	15	2;5;1;1;4;1;2;5;1;2;3;4;3;3;3
暲	7768	U+66B2	15	2;5;1;1;4;1;4;3;1;2;5;1;1;1;2
暶	7769	U+66B6	15	2;5;1;1;4;1;5;3;3;1;5;2;1;3;4
踦	7770	U+8E26	15	2;5;1;2;1;2;1;1;3;4;1;2;5;1;2
踔	5911	U+8E14	15	2;5;1;2;1;2;1;2;1;2;5;1;1;1;2
踝	5912	U+8E1D	15	2;5;1;2;1;2;1;2;5;1;1;1;2;3;4
踢	3241	U+8E22	15	2;5;1;2;1;2;1;2;5;1;1;3;5;3;3
踏	3242	U+8E0F	15	2;5;1;2;1;2;1;2;5;3;4;2;5;1;1
踟	5913	U+8E1F	15	2;5;1;2;1;2;1;3;1;1;3;4;2;5;1
踒	5914	U+8E12	15	2;5;1;2;1;2;1;3;1;2;3;4;5;3;1
踬	5915	U+8E2C	15	2;5;1;2;1;2;1;3;3;1;2;2;5;3;4
踩	3243	U+8E29	15	2;5;1;2;1;2;1;3;4;4;3;1;2;3;4
踮	5916	U+8E2E	15	2;5;1;2;1;2;1;4;1;3;2;1;2;5;1
踣	7771	U+8E23	15	2;5;1;2;1;2;1;4;1;4;3;1;2;5;1
踯	5917	U+8E2F	15	2;5;1;2;1;2;1;4;3;1;1;3;4;5;2
踪	3244	U+8E2A	15	2;5;1;2;1;2;1;4;4;5;1;1;2;3;4
踺	5918	U+8E3A	15	2;5;1;2;1;2;1;5;1;1;1;1;2;5;4
踞	5919	U+8E1E	15	2;5;1;2;1;2;1;5;1;3;1;2;2;5;1
蝽	5920	U+877D	15	2;5;1;2;1;4;1;1;1;3;4;2;5;1;1
蝶	3245	U+8776	15	2;5;1;2;1;4;1;2;2;1;5;1;2;3;4
䗖	7772	U+45D6	15	2;5;1;2;1;4;1;2;2;2;4;5;2;5;2
蝾	5921	U+877E	15	2;5;1;2;1;4;1;2;2;4;5;1;2;3;4
蝴	3246	U+8774	15	2;5;1;2;1;4;1;2;2;5;1;3;5;1;1
蝻	5922	U+877B	15	2;5;1;2;1;4;1;2;2;5;4;3;1;1;2
蝘	7773	U+8758	15	2;5;1;2;1;4;1;2;5;1;1;5;3;1;5
蝲	7774	U+8772	15	2;5;1;2;1;4;1;2;5;1;2;3;4;2;2
蝠	3247	U+8760	15	2;5;1;2;1;4;1;2;5;1;2;5;1;2;1
蝰	5923	U+8770	15	2;5;1;2;1;4;1;3;4;1;2;1;1;2;1
蝎	3248	U+874E	15	2;5;1;2;1;4;2;5;1;1;3;5;3;4;5
蝌	3249	U+874C	15	2;5;1;2;1;4;3;1;2;3;4;4;4;1;2
蝮	5924	U+876E	15	2;5;1;2;1;4;3;1;2;5;1;1;3;5;4
螋	5925	U+878B	15	2;5;1;2;1;4;3;2;1;5;1;1;2;5;4
蝗	3250	U+8757	15	2;5;1;2;1;4;3;2;5;1;1;1;1;2;1
蝓	5926	U+8753	15	2;5;1;2;1;4;3;4;1;2;5;1;1;2;2
蝣	5927	U+8763	15	2;5;1;2;1;4;4;1;5;3;3;1;5;2;1
蝼	5928	U+877C	15	2;5;1;2;1;4;4;3;1;2;3;4;5;3;1
蝤	7775	U+8764	15	2;5;1;2;1;4;4;3;1;2;5;3;5;1;1
蝙	3251	U+8759	15	2;5;1;2;1;4;4;5;1;3;2;5;1;2;2
噗	5929	U+5657	15	2;5;1;2;2;4;3;1;4;3;1;1;1;3;4
嘬	5930	U+562C	15	2;5;1;2;5;1;1;1;2;2;1;1;1;5;4
颚	5931	U+989A	15	2;5;1;2;5;1;1;1;5;1;3;2;5;3;4
嘿	3252	U+563F	15	2;5;1;2;5;4;3;1;2;1;1;4;4;4;4
噍	5932	U+564D	15	2;5;1;3;2;4;1;1;1;2;1;4;4;4;4
噢	5933	U+5662	15	2;5;1;3;2;5;4;3;1;2;3;4;1;3;4
噙	5934	U+5659	15	2;5;1;3;4;4;1;3;4;5;2;2;5;5;4
噜	5935	U+565C	15	2;5;1;3;5;2;5;1;2;1;1;2;5;1;1
噇	7776	U+5647	15	2;5;1;4;1;4;3;1;2;5;1;1;2;1;1
噂	7777	U+5642	15	2;5;1;4;3;1;2;5;3;5;1;1;1;2;4
噌	5936	U+564C	15	2;5;1;4;3;2;5;2;4;3;1;2;5;1;1
嘱	3253	U+5631	15	2;5;1;5;1;3;3;2;5;1;2;5;2;1;4
噀	7778	U+5640	15	2;5;1;5;1;5;5;1;5;1;2;2;1;3;4
噔	5937	U+5654	15	2;5;1;5;4;3;3;4;1;2;5;1;4;3;1
颛	5938	U+989B	15	2;5;2;1;3;2;5;2;2;1;3;2;5;3;4
罶	7779	U+7F76	15	2;5;2;2;1;3;5;4;5;3;2;5;1;2;1
幞	5939	U+5E5E	15	2;5;2;2;2;4;3;1;4;3;1;1;1;3;4
嶲	7780	U+5DB2	15	2;5;2;3;2;4;1;1;1;2;1;2;5;2;5
嶓	7781	U+5D93	15	2;5;2;3;4;3;1;2;3;4;2;5;1;2;1
幡	5940	U+5E61	15	2;5;2;3;4;3;1;2;3;4;2;5;1;2;1
㠇	7782	U+3807	15	2;5;2;4;1;2;5;1;2;3;4;1;3;5;4
幢	3254	U+5E62	15	2;5;2;4;1;4;3;1;2;5;1;1;2;1;1
嶙	5941	U+5D99	15	2;5;2;4;3;1;2;3;4;3;5;4;1;5;2
嶟	7783	U+5D9F	15	2;5;2;4;3;1;2;5;3;5;1;1;1;2;4
嶒	7784	U+5D92	15	2;5;2;4;3;2;5;2;4;3;1;2;5;1;1
嶝	5942	U+5D9D	15	2;5;2;5;4;3;3;4;1;2;5;1;4;3;1
墨	3255	U+58A8	15	2;5;4;3;1;2;1;1;4;4;4;4;1;2;1
骺	5943	U+9ABA	15	2;5;5;4;5;2;5;1;1;3;3;1;2;5;1
骼	5944	U+9ABC	15	2;5;5;4;5;2;5;1;1;3;5;4;2;5;1
骸	5945	U+9AB8	15	2;5;5;4;5;2;5;1;1;4;1;5;3;3;4
镊	5946	U+954A	15	3;1;1;1;5;1;2;2;1;1;1;5;4;5;4
镆	7785	U+9546	15	3;1;1;1;5;1;2;2;2;5;1;1;1;3;4
镇	3256	U+9547	15	3;1;1;1;5;1;2;2;5;1;1;1;1;3;4
镈	7786	U+9548	15	3;1;1;1;5;1;2;5;1;1;2;4;1;2;4
镉	5947	U+9549	15	3;1;1;1;5;1;2;5;1;2;5;4;3;1;2
镋	7787	U+954B	15	3;1;1;1;5;2;4;3;4;5;2;5;1;3;5
镌	5948	U+954C	15	3;1;1;1;5;3;2;4;1;1;1;2;1;5;3
镍	5949	U+954D	15	3;1;1;1;5;3;2;5;1;1;1;1;2;3;4
镎	7788	U+954E	15	3;1;1;1;5;3;4;1;2;5;1;3;1;1;2
𬭩	7789	U+2CB69	15	3;1;1;1;5;3;4;5;4;5;4;1;5;4;1
镏	5950	U+954F	15	3;1;1;1;5;3;5;4;5;3;2;5;1;2;1
镐	3257	U+9550	15	3;1;1;1;5;4;1;2;5;1;2;5;2;5;1
镑	3258	U+9551	15	3;1;1;1;5;4;1;4;3;4;5;4;1;5;3
镒	5951	U+9552	15	3;1;1;1;5;4;3;1;3;4;2;5;2;2;1
镓	5952	U+9553	15	3;1;1;1;5;4;4;5;1;3;5;3;3;3;4
镔	5953	U+9554	15	3;1;1;1;5;4;4;5;3;2;1;2;1;3;4
镕	7790	U+9555	15	3;1;1;1;5;4;4;5;3;4;3;4;2;5;1
靠	3259	U+9760	15	3;1;2;1;2;5;1;2;1;1;1;2;1;1;1
稹	7791	U+7A39	15	3;1;2;3;4;1;2;2;5;1;1;1;1;3;4
稽	3260	U+7A3D	15	3;1;2;3;4;1;3;5;4;3;5;2;5;1;1
稷	5954	U+7A37	15	3;1;2;3;4;2;5;1;2;1;3;4;3;5;4
稻	3261	U+7A3B	15	3;1;2;3;4;3;4;4;3;3;2;1;5;1;1
黎	3262	U+9ECE	15	3;1;2;3;4;3;5;3;3;4;2;4;1;3;4
稿	3263	U+7A3F	15	3;1;2;3;4;4;1;2;5;1;2;5;2;5;1
稼	3264	U+7A3C	15	3;1;2;3;4;4;4;5;1;3;5;3;3;3;4
箱	3265	U+7BB1	15	3;1;4;3;1;4;1;2;3;4;2;5;1;1;1
箴	5955	U+7BB4	15	3;1;4;3;1;4;1;3;1;2;5;1;5;3;4
篑	5956	U+7BD1	15	3;1;4;3;1;4;2;5;1;2;1;2;5;3;4
篁	5957	U+7BC1	15	3;1;4;3;1;4;3;2;5;1;1;1;1;2;1
篌	5958	U+7BCC	15	3;1;4;3;1;4;3;2;5;1;3;1;1;3;4
篓	3266	U+7BD3	15	3;1;4;3;1;4;4;3;1;2;3;4;5;3;1
箭	3267	U+7BAD	15	3;1;4;3;1;4;4;3;1;2;5;1;1;2;2
篇	3268	U+7BC7	15	3;1;4;3;1;4;4;5;1;3;2;5;1;2;2
篆	5959	U+7BC6	15	3;1;4;3;1;4;5;5;1;3;5;3;3;3;4
僵	3269	U+50F5	15	3;2;1;2;5;1;2;1;1;2;5;1;2;1;1
牖	5960	U+7256	15	3;2;1;5;4;5;1;3;1;2;5;1;1;2;4
儇	7792	U+5107	15	3;2;2;5;2;2;1;1;2;5;1;3;5;3;4
儋	5961	U+510B	15	3;2;3;5;1;3;3;4;4;1;1;1;2;5;1
躺	3270	U+8EBA	15	3;2;5;1;1;1;3;2;4;3;2;5;2;5;1
皞	7793	U+769E	15	3;2;5;1;1;3;2;5;1;1;1;3;4;1;2
皛	7794	U+769B	15	3;2;5;1;1;3;2;5;1;1;3;2;5;1;1
僻	3271	U+50FB	15	3;2;5;1;3;2;5;1;4;1;4;3;1;1;2
德	3272	U+5FB7	15	3;3;2;1;2;2;5;2;2;1;1;4;5;4;4
䴘	7795	U+4D18	15	3;3;2;1;5;3;1;5;3;5;3;5;4;5;1
徵	5962	U+5FB5	15	3;3;2;2;5;2;1;1;1;2;1;3;1;3;4
艘	3273	U+8258	15	3;3;5;4;1;4;3;2;1;5;1;1;2;5;4
艎	7796	U+824E	15	3;3;5;4;1;4;3;2;5;1;1;1;1;2;1
磐	5963	U+78D0	15	3;3;5;4;1;4;3;5;5;4;1;3;2;5;1
艏	7797	U+824F	15	3;3;5;4;1;4;4;3;1;3;2;5;1;1;1
虢	5964	U+8662	15	3;4;4;3;1;2;4;2;1;5;3;1;5;3;5
鹞	5965	U+9E5E	15	3;4;4;3;3;1;1;2;5;2;3;5;4;5;1
鹟	7798	U+9E5F	15	3;4;5;4;5;4;1;5;4;1;3;5;4;5;1
膝	3274	U+819D	15	3;5;1;1;1;2;3;4;3;4;2;4;1;3;4
膘	5966	U+8198	15	3;5;1;1;1;2;5;2;2;1;1;1;2;3;4
膛	3275	U+819B	15	3;5;1;1;2;4;3;4;5;2;5;1;1;2;1
滕	5967	U+6ED5	15	3;5;1;1;4;3;1;1;3;4;2;4;1;3;4
鲠	5968	U+9CA0	15	3;5;2;5;1;2;1;1;1;2;5;1;1;3;4
鲡	5969	U+9CA1	15	3;5;2;5;1;2;1;1;1;2;5;4;2;5;4
鲢	5970	U+9CA2	15	3;5;2;5;1;2;1;1;1;5;1;2;4;5;4
鲣	5971	U+9CA3	15	3;5;2;5;1;2;1;1;2;2;5;4;1;2;1
鲥	5972	U+9CA5	15	3;5;2;5;1;2;1;1;2;5;1;1;1;2;4
鲤	3276	U+9CA4	15	3;5;2;5;1;2;1;1;2;5;1;1;2;1;1
𩾃	7799	U+29F83	15	3;5;2;5;1;2;1;1;3;5;2;5;1;3;5
鲦	7800	U+9CA6	15	3;5;2;5;1;2;1;1;3;5;4;1;2;3;4
鲧	5973	U+9CA7	15	3;5;2;5;1;2;1;1;3;5;5;4;2;3;4
鲩	5974	U+9CA9	15	3;5;2;5;1;2;1;1;4;4;5;1;1;3;5
鲪	7801	U+9CAA	15	3;5;2;5;1;2;1;1;5;1;1;3;2;5;1
鲫	3277	U+9CAB	15	3;5;2;5;1;2;1;1;5;1;1;5;4;5;2
鲬	7802	U+9CAC	15	3;5;2;5;1;2;1;1;5;4;2;5;1;1;2
橥	7803	U+6A65	15	3;5;3;1;2;1;3;2;5;1;1;1;2;3;4
獗	5975	U+7357	15	3;5;3;1;3;4;3;1;5;2;3;3;5;3;4
獠	5976	U+7360	15	3;5;3;1;3;4;4;3;2;5;1;1;2;3;4
觭	7804	U+89ED	15	3;5;3;5;1;1;2;1;3;4;1;2;5;1;2
觯	5977	U+89EF	15	3;5;3;5;1;1;2;4;3;2;5;1;1;1;2
鹠	7805	U+9E60	15	3;5;4;5;3;2;5;1;2;1;3;5;4;5;1
馓	5978	U+9993	15	3;5;5;1;2;2;1;2;5;1;1;3;1;3;4
馔	5979	U+9994	15	3;5;5;5;1;5;5;1;5;1;2;2;1;3;4
熟	3278	U+719F	15	4;1;2;5;1;5;2;1;3;5;4;4;4;4;4
摩	3279	U+6469	15	4;1;3;1;2;3;4;1;2;3;4;3;1;1;2
麾	5980	U+9EBE	15	4;1;3;1;2;3;4;1;2;3;4;3;1;1;5
褒	3280	U+8912	15	4;1;3;2;2;5;1;1;2;3;4;3;5;3;4
廛	5981	U+5EDB	15	4;1;3;2;5;1;1;2;1;1;3;4;1;2;1
瘛	5982	U+761B	15	4;1;3;4;1;1;1;1;2;5;3;4;5;4;4
瘼	5983	U+763C	15	4;1;3;4;1;1;2;2;2;5;1;1;1;3;4
瘪	3281	U+762A	15	4;1;3;4;1;3;2;5;1;1;1;3;4;3;5
瘢	5984	U+7622	15	4;1;3;4;1;3;3;5;4;1;4;3;5;5;4
瘤	3282	U+7624	15	4;1;3;4;1;3;5;4;5;3;2;5;1;2;1
瘠	5985	U+7620	15	4;1;3;4;1;4;1;3;4;3;4;2;5;1;1
瘫	3283	U+762B	15	4;1;3;4;1;5;4;3;2;4;1;1;1;2;1
齑	5986	U+9F51	15	4;1;3;4;3;2;2;1;1;1;2;1;1;1;1
鹡	7806	U+9E61	15	4;1;3;4;3;4;2;5;1;1;3;5;4;5;1
凛	3284	U+51DB	15	4;1;4;1;2;5;2;5;1;1;1;1;2;3;4
颜	3285	U+989C	15	4;1;4;3;1;3;3;3;3;1;3;2;5;3;4
毅	3286	U+6BC5	15	4;1;4;3;1;3;5;3;3;3;4;3;5;5;4
羯	5987	U+7FAF	15	4;3;1;1;1;3;2;5;1;1;3;5;3;4;5
羰	5988	U+7FB0	15	4;3;1;1;1;3;2;5;2;1;3;4;3;3;4
